TWEET,true_emoji,pred_emoji
i want subway,yum,weary
Starbucks wt,blush,relaxed
im feeling the same way bruh,weary,sob
Beautiful black women I bet that bitch look better red,heart_eyes,grin
that's a bet. oct 13th. NOLA. mark your calendar,blush,grin
i suddenly don't know a daniel,flushed,heart_eyes
Been craving Starbucks,weary,yum
Bet I wife her️,relaxed,weary
swear??? Bet and thanks kid ️,relaxed,heart_eyes
"I bet you was, that's cute",heart_eyes,blush
wanna get me subway,smirk,wink
Waffle House sis,yum,sob
WHEN IS STARBUCKS GONNA HAVE THE PUMPKIN SPICE FRAPPUCINO,weary,sob
word. bet that up,smirk,blush
I bet Jongup will win!,smirk,wink
Girl,heart_eyes,sob
thats a bet,blush,smirk
Starbucks con ella,heart_eyes,weary
&amp; that's a bet,blush,sob
bet that up,grin,smirk
That Subway Hit The Spot,weary,blush
I wish pleasant grove had a Starbucks,sob,smirk
Okay bet let me kno when u out here gotta take boys to practice if not come scoop,blush,grin
Mannnn you the one said some bout ppl wearing dresses with collars I ain't know what you was talking bout,sob,weary
subway,sob,yum
can't wait for my subway date after school,smirk,wink
Give your dogs Starbucks,heart_eyes,weary
bet why,sob,blush
I'm craving Starbucks rn,heart_eyes,weary
i bet,smirk,weary
I bet that feels good,blush,smirk
Lmao bet,grin,sob
"when in doubt &amp; broke, but dominos pizza anyways",blush,weary
this gon be bet,sob,blush
I think ima go get mcdonalds breakfast just so i can make check my ID,grin,sob
"yeah, ur mum and dad are great in bed. #3some",smirk,weary
I want subway for dinner,yum,weary
Can't wait!!!,heart_eyes,sob
I bet my butt bigger than your girlfriend,yum,sob
bet lol,yum,blush
"bet, when I come back️",relaxed,heart_eyes
Dean and I just drove to Walmart while he was sitting on my lap,flushed,heart_eyes
I bet y'all are happy we have police now,wink,weary
okay bet,heart_eyes,blush
"If you've ever curved me, you can bet that your thread in my phone is on DND",blush,wink
I bet,heart_eyes,sob
Police standoff with ???? Lord they bet not hurt my baby!! Please just follow their instructions!,weary,sob
I bet benefit Brenda is having a lovely day in the sun whilst I'm at work,weary,wink
Working hard and resorting to Dunkin coffee since the Starbucks line is so long. #Selfie,wink,heart_eyes
I want subway,yum,weary
"No hay ni mc,ni starbucks,ni burger king.....",flushed,heart_eyes
Yall know wheeeeeet RT : Bet my niggas wished he wore a condom now,sob,yum
IM STARVING I WANT MCDONALDS,weary,sob
Bet ima bout to,blush,smirk
lol bet,wink,blush
"Cepat guys beli ticket for concert bunkface . Only RM 10 , food festival nanti dominos pun ade sekali",yum,weary
I want some Starbucks,smirk,weary
"""Kam from Starbucks""",smirk,sob
If you have a car drive me to McDonalds rn I'll buy,weary,heart_eyes
Gotcha pimp,grin,weary
"bet ko yung ""Take it with a grain of salt.""",blush,weary
"I bet $100,000,000 he won't follow me",smirk,flushed
bet that up,blush,smirk
you still are i bet,flushed,wink
I want some Starbucks,yum,weary
Agony of a Casted Bet Slip,weary,blush
i peep that new vid with kelly and maddy,smirk,weary
I swear!!!,heart_eyes,weary
Factss,wink,heart_eyes
I bet,sob,weary
"When the person ahead of you pays for your Starbucks order, keep the good deeds going &amp; pay for the order behind you ️",relaxed,blush
Sissy,heart_eyes,blush
No way,sob,heart_eyes
we drank our starbucks in the bathroom until the bell rang in 8th grade,weary,sob
Beat yo ass so bad u gone think I'm yo big Cus ask ya sister,grin,relaxed
I really want some subway,weary,heart_eyes
Bet boo,flushed,blush
You bet ️,relaxed,flushed
Drop it,weary,yum
When you come back from class and your girlfriend is waiting for you with some iced coffee,heart_eyes,grin
We just got one down the street,heart_eyes,sob
"put any bitch in my position, I bet she fold",grin,wink
you bet,heart_eyes,blush
I want some subway.,weary,yum
got my mcdonalds,blush,weary
Eh? Windy yes &amp; bad rips but I've seen worse Bet u have too,wink,grin
Shit I bet,wink,smirk
I bet you wouldn't wanna be that night regretting mistakes,smirk,wink
The lady working at Starbucks gave us our drinks free because Santi is enlisted in the Marines,yum,blush
What do you order at Starbucks? I get the Cotton Candy Frappuccino,yum,flushed
ard bet️,relaxed,blush
I bet,blush,sob
Somebody swipe me some Starbucks please,weary,yum
I bet,smirk,weary
"I bet you not going no where, try me",wink,smirk
Damn,weary,heart_eyes
I love cleaning I bet my roomie be happy she don't gotta do shit,sob,blush
bet not have no panties on the next time you see me,smirk,wink
fuck its color 6 wyd,weary,sob
no bet,smirk,blush
Lexus making me send this damn message &amp; I hate doing shit like this,weary,sob
My life consists of harassing to get me Starbucks,sob,weary
someone bring me Starbucks today,weary,yum
mmm I'll bet they are! How do we get access to the vids? or through the naughty lady?,wink,smirk
the seizure salad from mcdonalds is really good,yum,sob
who wanna bet she don't leave?,smirk,wink
I can never get tired of subway,blush,weary
You can bet on it️,relaxed,weary
Been craving subway all day,sob,heart_eyes
MCDONALDS TURNED ME DOWN,blush,sob
Double or nothing! is a witness to this ultimate bet!,flushed,wink
Starbucks,heart_eyes,yum
shoutout to the guy at subway for my free sandwich,blush,weary
I bet I know who,wink,smirk
lol alright bet,blush,grin
BRUH like I'm like bet I'm bout to expose your Hollywood ass. Mainly south side folks thinkin they all that,sob,weary
bet you will,wink,blush
I bet its Gaga,blush,weary
bet I sure will,yum,smirk
I bet your girl loves me,smirk,sob
"all mine now, bet",yum,blush
I bet you're so lucky,sob,wink
Can't relate,smirk,weary
k let me find out if you lasting more than 10 min women,flushed,weary
I want some Starbucks ️,relaxed,weary
bet say no more ️,relaxed,wink
I want Starbucks,sob,weary
"congrats. Are you in a shop yet? and I bet it is, I love it",heart_eyes,wink
The key to my heart is cheesecake and pumpkin spice lattes from Starbucks,yum,heart_eyes
I bet I missed you more,wink,yum
lol I bet,sob,smirk
it's Gucci. Real playas got this!!,blush,grin
I want some sheetz,weary,yum
9: A BITCH JUST WANTED A FUCKING MCFLURRY y'all broke my heart for real,weary,sob
I would literally die for the strawberry frosted Donut by #donut #hungry,weary,sob
Subway has the best cookies,weary,heart_eyes
craving Starbucks,sob,weary
Mcdonalds always fuck a mf stomach up,weary,heart_eyes
bet not,wink,smirk
they need a Starbucks back,weary,relaxed
goals,weary,sob
"I might be ugly, but I bet my bitch ain't",heart_eyes,smirk
please,blush,sob
i want some subway .,weary,yum
Yes you are,heart_eyes,sob
"Bet nobody that you've been with even know you a freak, right? You know you only do that with me",smirk,wink
bet cause I told you I was going to that party Friday,sob,smirk
I want Starbucks,heart_eyes,weary
Strawberry milkshake that's the only good thing,yum,relaxed
Can you tell what is the soap I'm going to make? I bet you know... #soap #soapcolor #micas…,wink,heart_eyes
I just want some Starbucks,weary,sob
I bet they are,blush,smirk
bet you're good at hide and go seek,wink,sob
Craving a tea from Starbucks,sob,weary
Someone bring me mcdonalds thx,blush,weary
And I bet my dick is still bigger.,yum,wink
Chill after the game!! ️ #mcdonalds #chill #fries #drinks #bff #m #food #foodie #foodporn…,relaxed,wink
Finally got my Starbucks,yum,weary
"""Streamlife we don't play"" omg can I just faint right now this guys just dropped the freshest bet of all time like dang",heart_eyes,weary
My girl bought me subway today,blush,weary
We are pregnant,heart_eyes,sob
Somebody bet me and mikh on this game ...,wink,grin
I can't stop looking at this,heart_eyes,smirk
BET always have the lit movies,heart_eyes,wink
I bet,wink,weary
"“: Saron and teddy already the cutest couple ” I bet, hope the devil leaves them alone",heart_eyes,smirk
bet you say that to everyone ️️,relaxed,smirk
you bet it is,heart_eyes,wink
Subway pizzas,heart_eyes,grin
Wow bet u blocked me and unblocked noted ️,relaxed,smirk
starbucks,wink,yum
Give your dogs Starbucks,heart_eyes,weary
Bring me some Starbucks,blush,yum
Man this is hella accurate,sob,flushed
I really want Starbucks,sob,weary
I want starbucks,weary,sob
Im really down for some midnight mcdonalds,heart_eyes,weary
Walmart selling Jordans now,weary,blush
lol I bet,yum,smirk
ok bet,blush,grin
I bet you do,smirk,wink
. Bet baby boy!,heart_eyes,grin
I want Starbucks,heart_eyes,weary
craving starbucks,weary,sob
They need a Starbucks on campus,weary,sob
lol bet,yum,blush
I need Starbucks ASAP,sob,weary
Got my Starbucks,blush,weary
My remedy 2 stress shopping,grin,blush
I want subway,sob,weary
"fuck starbucks, se me antoja un ponche with this weather",sob,weary
How this nigga get Starbucks and a phone in jail,sob,heart_eyes
bring me Starbucks,wink,weary
broo bet !! You know if she going I'm going for sure,sob,wink
I really want a S'mores frappe from Starbucks,weary,heart_eyes
The fresh smell of coffee when they open the drive thru window at Starbucks,heart_eyes,sob
I like your bio. I bet you are tight AF,wink,sob
lmfao bet,grin,blush
Starbucks,weary,yum
Can someone be nice and shit and bring me like a Starbucks or some food ?,weary,relaxed
Starbucks &amp; a cake pop sound so good right now,blush,weary
Ight bet,wink,blush
"I have the best bff ️ she brought me Starbucks, flowers, and balloons love u lots",relaxed,heart_eyes
I got subway,grin,yum
My boo got me Starbucks,grin,blush
mcflurry bes,heart_eyes,sob
some dominos wings sound good af rn,yum,weary
let's bet,blush,smirk
girl stop playing wit me i bet yo ass can,sob,blush
I bet #GBBOTwitterBakeAlong,heart_eyes,blush
Wow mbn,sob,weary
"the next hoe that you love, I bet I'll make that hoe my bitch",blush,sob
okay Bet ️,relaxed,blush
ooo bet,smirk,blush
I bet you do.,smirk,wink
I'd like a spicy hug from my fav coworker aka you,wink,flushed
I bet not!,grin,wink
want Starbucks,yum,weary
"And I bet he also forgot his promises, comebacks, and artists too",weary,sob
alrighty bet,grin,blush
I want some Starbucks,yum,weary
Alright Bet,blush,smirk
starbucks,heart_eyes,yum
You really do,blush,weary
I want some Dominos,weary,yum
Yikes,grin,sob
subway cookies,heart_eyes,weary
I bet you'd love to live this lifestyle,blush,wink
i bet the neighbors know my name,wink,smirk
bet boo,weary,blush
me or nah,sob,wink
Diablo Subway,weary,yum
I bet he is,heart_eyes,smirk
Flattery will get you everywhere!,blush,sob
you bet,heart_eyes,wink
subway car is such a beautiful song,sob,weary
"Damn,i miss drinking Starbucks",sob,blush
oh bet,smirk,blush
I bet I love your mom she's so sweet and real,blush,smirk
I bet it is,weary,smirk
starbucks sounds so good rn,yum,heart_eyes
mate I bet u been to more clubs than balotelli in the last few months,yum,sob
I want some subway,blush,weary
"I bet you give the nose kisses Daisy "" because your kiss is on my list"" ️",relaxed,blush
And I bet you would too lol,grin,relaxed
Can't beat. Subway,heart_eyes,yum
Ight bet,yum,blush
Alr bet,sob,blush
Ledecky is about to swim. She will win. Will she break another world record? I will def. bet on that,blush,smirk
I want some subway,yum,weary
I need friends like this,sob,weary
Somebody said Rihanna's #VMAs sets are filler performances; kind like Music Matters at the BET Awards.,grin,heart_eyes
Every time I stop for Starbucks in the morning I'm late for work,smirk,sob
Need some Starbucks,weary,heart_eyes
I get to drink it for the two of us everyday,blush,weary
Starbucks,heart_eyes,yum
that's a bet,smirk,blush
U bet,wink,weary
I bet you start loving me Soon as I start loving someone else Somebody better than you,heart_eyes,smirk
some Starbucks would've been right on point this morning,sob,weary
i got starbucks,heart_eyes,yum
I bet you do,smirk,wink
someone should totally bring me subway,grin,heart_eyes
bet on it,smirk,wink
Mars Hill is really coming in clutch with this new Starbucks,yum,sob
ight bet,wink,blush
All the best movies coming on today on BET,yum,heart_eyes
Iced white mocha,smirk,weary
So handsome,heart_eyes,sob
I wanna go to Starbucks and get a salted caramel mocha,weary,wink
want some Starbucks,weary,heart_eyes
The goods,yum,sob
that's why I believe you should definitely go with the burgundy it'll look nice on you I bet,grin,smirk
I need subway,sob,weary
Craving subway,weary,heart_eyes
(@ Subway),heart_eyes,yum
I'm still waiting for my bowl &amp; now she made tacos I bet they were good af,weary,smirk
bet it up,sob,wink
"Hanna and I got a free cake pop from the nice Starbucks worker, frida did not",grin,blush
Jo bet not play with my emotions about this natural hair,weary,wink
Basically,blush,grin
I wish pleasant grove had a Starbucks,sob,smirk
@ Starbucks,yum,blush
I bet!!,sob,heart_eyes
someone pls bring me subway,weary,heart_eyes
That's not funny ii was scared for my life,sob,smirk
"I don't believe you, I bet its more than handful",heart_eyes,sob
I bet they died there.,sob,yum
Angel from Walmart,heart_eyes,sob
Feeling like an embarrassment to English people when all I get on my subway is cheese and lettuce,grin,sob
SUBWAY Cookies,heart_eyes,sob
I want some Starbucks,yum,weary
Oh you you've tried the mchicken I see,smirk,weary
Shid I bet it's so fat and pretty plus moist,smirk,heart_eyes
You ain't gotta like me I bet you know my name tho,wink,smirk
bet that up,sob,smirk
Sky Bet Championship is ready for #PES2017!,heart_eyes,relaxed
does anyone wanna be a real one and buy me mcdonalds breakfast,sob,blush
I agree tbh,weary,sob
bet we lit i'll be driving,grin,blush
For all the wrong reasons I bet,blush,wink
ared bet say nomore,blush,yum
lol everything makes sense now .. bet,blush,heart_eyes
"is the realest, she just bought me Starbucks and I've never had it before",blush,relaxed
i bet u are,smirk,wink
The Bet me and made for Thursday,smirk,wink
Bet cause I'm sick,grin,wink
want Starbucks,weary,yum
I bet,smirk,weary
this was for you,grin,heart_eyes
Let's go to Starbucks,smirk,weary
Just got mistaken for Wonder Woman. I bet this never happens to .,grin,wink
I bet u don't know #wtf his #animal is #lol even if I told u You still wouldn't know ya heard …,grin,relaxed
I bet he did,blush,smirk
I love you so much !!! Thank you for my Starbucks you're so sweet,heart_eyes,relaxed
I bet you guys didn't know that Blake loves jumping,yum,smirk
Subway,weary,yum
I'm just gunna go ahead and bet on in vl tonight.,flushed,wink
bring Aaliyah back I remember when I was 4 and 5 dancing in front of the tv to her videos on BET. I wanted to be her and As…,sob,smirk
Bet you wish i cared,blush,smirk
"I bet. I love him so much too ! Like it's crazy, he's so addictive",heart_eyes,grin
